"file","title","status","referenceCenter","referenceIdiom","harmonyCount","dominantCount","simple","color","altered","highAltered","resolvedAltered","contextualAltered","unresolvedAltered","resolvedColor","unresolvedColor","subVResolutions","delayedResolutions","prolongedResolutions","deceptiveResolutions","alteredResolutionRatio","unresolvedAlteredRatio","examples","notes"
"imported-real-book/d-005-Dancing on the ceiling.musicxml","Dancing on the ceiling","ok","A minor","minor-functional","58","24","23","0","1","0","1","0","0","0","0","3","3","0","3","1","0","C7(b9) -> Fm7 (altered)","dominantes alteradas com resolução local; resoluções cromáticas tipo SubV"
"imported-real-book/d-006-Darn that dream.musicxml","Darn that dream","ok","C minor","minor-functional","37","14","12","0","2","0","2","0","0","0","0","3","5","0","0","1","0","G7(#5) -> Cm (altered) / G7(#5) -> Cm (altered)","dominantes alteradas com resolução local; resoluções cromáticas tipo SubV"
"imported-real-book/d-008-Day of wine and roses.musicxml","Day of wine and roses","ok","Eb major","major-functional","36","11","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","Predomínio de dominantes simples ou poucas tensões explícitas."
"imported-real-book/d-009-Dear John.musicxml","Dear John","ok","D minor","minor-functional","33","10","2","1","7","0","7","0","0","1","0","1","0","0","1","1","0","A7(b9) -> Dm6 (altered) / Bb7(b5) -> A7(b9) (altered) / A7(b9) -> Dm7 (altered) / A7(b9) -> Dm (altered) / A7(b9) -> Dm (altered) / A7(#9) -> Dm (altered) / C9sus4 -> A7(b9) (color) / A7(b9) -> Dm6 (altered)","dominantes alteradas com resolução local; dominantes coloridas recorrentes; resoluções cromáticas tipo SubV"
"imported-real-book/d-010-Dear old Stockholm.musicxml","Dear old Stockholm","ok","C major","major-functional","27","11","10","0","1","0","0","1","0","0","0","1","4","1","0","0","0","D7(b9) -> Dm7 (altered)","dominantes alteradas com resolução contextual; resoluções cromáticas tipo SubV"
"imported-real-book/d-011-Dearly beloved.musicxml","Dearly beloved","ok","C major","blues","30","14","5","9","0","0","0","0","0","9","0","0","0","0","0","0","0","C9 -> F6 (color) / D9 -> G9 (color) / G9 -> C (color) / C9 -> F (color) / D9 -> G9 (color) / G9 -> C (color) / C9 -> F6 (color) / D9 -> G9 (color)","dominantes coloridas recorrentes"
"imported-real-book/d-012-Deed i do.musicxml","Deed i do","ok","F major","blues","43","15","10","3","2","0","2","0","0","2","1","2","0","4","0","1","0","C7(13) -> F (color) / C7(#5) -> F (altered) / C7(13) -> F (color) / C7(#5) -> F (altered) / Bb9 -> F (color)","dominantes alteradas com resolução local; dominantes coloridas recorrentes; resoluções cromáticas tipo SubV"
"imported-real-book/d-013-Deep purple.musicxml","Deep purple","ok","Eb minor","minor-functional","24","7","2","4","1","0","0","1","0","2","2","2","2","0","0","0","0","B7(b5) -> Bm7 (altered) / A7(#11) -> Ab7(#11) (color) / Ab7(#11) -> F#m7 (color) / A7(#11) -> Ab7(#11) (color) / Ab7(#11) -> F#m7 (color)","dominantes alteradas com resolução contextual; dominantes coloridas recorrentes; resoluções cromáticas tipo SubV"
"imported-real-book/d-014-Deluge.musicxml","Deluge","ok","A major","blues","29","12","4","0","8","0","5","3","0","0","0","1","1","1","2","0.63","0","G7(b5) -> Gm7 (altered) / C7(b9) -> Am7(b5) (altered) / D7(b9) -> Gm7 (altered) / A7(b9) -> D7 (altered) / D7(b9) -> G7(b9) (altered) / G7(b9) -> Gb (altered) / Gb7(b5) -> Gm7 (altered) / E7(#9) -> A (altered)","dominantes alteradas com resolução local; dominantes alteradas com resolução contextual; resoluções cromáticas tipo SubV"
"imported-real-book/d-015-Desafinado.musicxml","Desafinado","ok","F major","blues","78","37","20","8","4","5","4","5","0","7","1","5","10","1","3","0.44","0","C7(b9) -> F (altered) / G7(b5) -> Gm7 (altered) / C7(b9) -> Am7(b5) (altered) / Eb9 -> G7 (color) / F#13 -> B7alt (color) / B7alt -> F (high-altered) / Bb13 -> C (color) / Ab13 -> Dm7 (color)","dominantes alteradas com resolução local; dominantes alteradas com resolução contextual; dominantes coloridas recorrentes; resoluções cromáticas tipo SubV"
"imported-real-book/d-017-Detour ahead.musicxml","Detour ahead","ok","Bb major","blues","40","19","15","0","2","2","4","0","0","0","0","1","5","0","2","1","0","F7(b9) -> Bb7 (altered) / F7alt -> Bb (high-altered) / F7(b9) -> Bb7 (altered) / F7alt -> Bb (high-altered)","dominantes alteradas com resolução local; resoluções cromáticas tipo SubV"
"imported-real-book/d-018-Dexterity.musicxml","Dexterity","ok","G major","major-functional","36","11","9","1","1","0","1","0","0","1","0","2","2","0","0","1","0","C9 -> B7(b9) (color) / B7(b9) -> Em7 (altered)","dominantes alteradas com resolução local; dominantes coloridas recorrentes; resoluções cromáticas tipo SubV"
"imported-real-book/d-019-Dinah.musicxml","Dinah","ok","Eb major","minor-functional","40","7","0","2","5","0","5","0","0","2","0","0","0","0","1","1","0","G13 -> Eb (color) / Eb7(b9) -> Ab (altered) / D7(b9) -> Gm (altered) / C7(b9) -> Fm (altered) / Bb7(b9) -> Eb (altered) / Eb7(b9) -> Ab (altered) / Db13 -> fim (color)","dominantes alteradas com resolução local; dominantes coloridas recorrentes"
"imported-real-book/d-020-Dindi.musicxml","Dindi","ok","Gb major","blues","52","24","16","6","2","0","2","0","0","6","0","0","2","1","2","1","0","Ab9(#11) -> Bb (color) / G7(#5) -> C7 (altered) / F13 -> Bb6 (color) / F9sus4 -> F7 (color) / G9 -> C7 (color) / Ab9(#11) -> Bb (color) / G7(#5) -> C7 (altered) / F13 -> Bb6 (color)","dominantes alteradas com resolução local; dominantes coloridas recorrentes"
"imported-real-book/d-021-Do nothing'til you hear from me.musicxml","Do nothing'til you hear from me","ok","C major","major-functional","53","20","17","0","3","0","3","0","0","0","0","2","2","1","0","1","0","G7(#5) -> C (altered) / G7(#5) -> C (altered) / G7(#5) -> C (altered)","dominantes alteradas com resolução local; resoluções cromáticas tipo SubV"
"imported-real-book/d-022-Do you know what it means to miss New Orleans -.musicxml","Do you know what it means to miss New Orleans ?","ok","G major","blues","37","13","3","8","2","0","0","2","0","6","2","4","4","0","3","0","0","Ab9(#11) -> Cm7 (color) / D13 -> G (color) / G13sus4 -> A/G (color) / F13sus4 -> F13(b9) (color) / F13(b9) -> F13sus4 (altered) / F13sus4 -> Em9 (color) / A13 -> Eb9(#11) (color) / Eb9(#11) -> Am7 (color)","dominantes alteradas com resolução contextual; dominantes coloridas recorrentes; resoluções cromáticas tipo SubV"
"imported-real-book/d-023-Dolphin dance.musicxml","Dolphin dance","ok","Ab major","major-functional","40","18","14","0","3","1","1","2","1","0","0","1","3","0","2","0.25","0.25","Bb13(b9)/Eb -> C7(#9)/Eb (altered) / C7(#9)/Eb -> G7alt (altered) / G7alt -> D/E (high-altered) / C7(#9) -> Fm (altered)","dominantes alteradas com resolução local; dominantes alteradas com resolução contextual; dominantes alteradas sem alvo imediato; resoluções cromáticas tipo SubV"
"imported-real-book/d-025-Donna Lee.musicxml","Donna Lee","ok","C major","blues","44","18","18","0","0","0","0","0","0","0","0","2","3","0","2","0","0","","resoluções cromáticas tipo SubV"
"imported-real-book/d-026-Don't blame me.musicxml","Don't blame me","ok","C major","blues","45","23","17","5","1","0","1","0","0","5","0","6","0","3","0","1","0","G13 -> C (color) / G13sus4 -> G13 (color) / G13 -> C6 (color) / B7(b9) -> Em7 (altered) / G13sus4 -> G13 (color) / G13 -> C6 (color)","dominantes alteradas com resolução local; dominantes coloridas recorrentes; resoluções cromáticas tipo SubV"
"imported-real-book/d-028-Don't go to strangers.musicxml","Don't go to strangers","ok","C major","blues","43","15","14","0","1","0","1","0","0","0","0","1","2","0","2","1","0","A7(b9) -> Dm7 (altered)","dominantes alteradas com resolução local; resoluções cromáticas tipo SubV"
"imported-real-book/d-029-Don't take your love from me.musicxml","Don't take your love from me","ok","Db major","blues","31","5","4","1","0","0","0","0","0","1","0","0","0","0","0","0","0","Eb9 -> Abm9 (color)","dominantes coloridas recorrentes"
"imported-real-book/d-030-Doodlin'.musicxml","Doodlin'","ok","G minor","minor-functional","41","19","19","0","0","0","0","0","0","0","0","6","5","1","3","0","0","","resoluções cromáticas tipo SubV"
"imported-real-book/d-031-Douce ambiance.musicxml","Douce ambiance","ok","F minor","minor-functional","24","21","20","0","1","0","1","0","0","0","0","3","1","0","2","1","0","F7(#5) -> Bb7 (altered)","dominantes alteradas com resolução local; resoluções cromáticas tipo SubV"
"imported-real-book/e-002-E.S.P..musicxml","E.S.P.","ok","C major","minor-functional","43","21","11","8","2","0","2","0","0","8","0","10","2","0","1","1","0","G13 -> Em7 (color) / D13 -> Dm7 (color) / G13 -> C9 (color) / C9 -> Cm7 (color) / F13 -> Bb (color) / Eb13 -> D (color) / C9 -> B7(#9) (color) / B7(#9) -> Bb7 (altered)","dominantes alteradas com resolução local; dominantes coloridas recorrentes; resoluções cromáticas tipo SubV"
"imported-real-book/e-003-Early autumn.musicxml","Early autumn","ok","E minor","minor-functional","44","18","12","2","4","0","4","0","0","2","0","4","3","2","0","1","0","C7(#11) -> Bm7 (color) / B7(#5) -> Em7 (altered) / D7(b9) -> G (altered) / C7(#11) -> Bm7 (color) / B7(b9) -> Em7 (altered) / D7(b9) -> G6/9 (altered)","dominantes alteradas com resolução local; dominantes coloridas recorrentes; resoluções cromáticas tipo SubV"
"imported-real-book/e-005-Easy living.musicxml","Easy living","ok","C major","major-functional","25","8","8","0","0","0","0","0","0","0","0","1","0","1","2","0","0","","resoluções cromáticas tipo SubV"
"imported-real-book/e-006-Easy to love.musicxml","Easy to love","ok","Eb major","major-functional","41","20","20","0","0","0","0","0","0","0","0","0","1","0","5","0","0","","Predomínio de dominantes simples ou poucas tensões explícitas."
"imported-real-book/e-007-Eclypso.musicxml","Eclypso","ok","Gb major","major-functional","24","23","0","23","0","0","0","0","0","22","1","0","6","2","1","0","0","F9sus4 -> Bb9sus4 (color) / Bb9sus4 -> Gb/Bb (color) / F9sus4 -> Bb9sus4 (color) / Bb9sus4 -> F9sus4 (color) / F9sus4 -> C9sus4 (color) / C9sus4 -> Bb9sus4 (color) / Bb9sus4 -> F9sus4 (color) / F9sus4 -> F9sus4 (color)","dominantes coloridas recorrentes"
"imported-real-book/e-008-Eighty one.musicxml","Eighty one","ok","F minor","minor-functional","16","3","2","0","1","0","0","1","0","0","0","0","0","0","1","0","0","Bb7(b9) -> C7 (altered)","dominantes alteradas com resolução contextual"
"imported-real-book/e-009-El gaucho.musicxml","El gaucho","ok","A minor","minor-functional","45","22","5","9","5","3","8","0","0","8","1","2","1","4","1","1","0","D9 -> D7(b9) (color) / D7(b9) -> G (altered) / G13(b9) -> C (altered) / F13 -> E (color) / B7(b9) -> Em7 (altered) / A13 -> Am7 (color) / D7alt -> G (high-altered) / D9sus4 -> D7alt (color)","dominantes alteradas com resolução local; dominantes coloridas recorrentes; resoluções cromáticas tipo SubV"
"imported-real-book/e-010-Emily.musicxml","Emily","ok","F major","minor-functional","56","20","20","0","0","0","0","0","0","0","0","4","7","0","0","0","0","","resoluções cromáticas tipo SubV"
"imported-real-book/e-011-End of a love affair.musicxml","End of a love affair","ok","F# minor","minor-functional","59","55","54","1","0","0","0","0","0","1","0","20","0","0","31","0","0","Gb7(#11) -> fim (color)","dominantes coloridas recorrentes; resoluções cromáticas tipo SubV"
"imported-real-book/e-013-Equinox.musicxml","Equinox","ok","G major","blues","40","16","12","0","3","1","3","1","0","0","0","5","4","0","1","0.75","0","D7(#5) -> G (altered) / D7(#5) -> G (altered) / Bb7(b5) -> Bbm7 (altered) / D7(b9,b13) -> G (high-altered)","dominantes alteradas com resolução local; dominantes alteradas com resolução contextual; resoluções cromáticas tipo SubV"
"imported-real-book/e-014-Eronel.musicxml","Eronel","ok","F major","blues","38","14","13","0","1","0","0","1","0","0","0","0","3","0","4","0","0","E7(b9) -> fim (altered)","dominantes alteradas com resolução contextual"
"imported-real-book/e-015-Estaté.musicxml","Estaté","ok","D minor","minor-functional","34","20","18","1","1","0","1","0","0","1","0","1","0","5","1","1","0","C7(#5) -> F6 (altered) / Bb9 -> A7 (color)","dominantes alteradas com resolução local; dominantes coloridas recorrentes; resoluções cromáticas tipo SubV"
"imported-real-book/e-016-Everybody loves my baby.musicxml","Everybody loves my baby","ok","C minor","minor-functional","59","24","14","6","1","3","3","1","0","6","0","6","6","0","1","0.75","0","Ab9 -> Dm7 (color) / G9 -> Cm7 (color) / Bb7alt -> Eb (high-altered) / Bb7alt -> Eb (high-altered) / A7alt -> D (high-altered) / F9sus4 -> F7 (color) / Ab9 -> Dm7 (color) / G9 -> Cm7 (color)","dominantes alteradas com resolução local; dominantes alteradas com resolução contextual; dominantes coloridas recorrentes; resoluções cromáticas tipo SubV"
"imported-real-book/e-018-Everything's coming up roses.musicxml","Everything's coming up roses","ok","F minor","minor-functional","34","17","17","0","0","0","0","0","0","0","0","2","2","0","1","0","0","","resoluções cromáticas tipo SubV"
"imported-real-book/e-019-Evidence.musicxml","Evidence","ok","C major","blues","37","15","10","5","0","0","0","0","0","5","0","0","0","0","2","0","0","D9 -> G7 (color) / D9 -> G7 (color) / Bb9 -> C6 (color) / G9 -> C6 (color) / D9 -> G7 (color)","dominantes coloridas recorrentes"
"imported-real-book/e-020-Exactly like you.musicxml","Exactly like you","ok","F minor","minor-functional","16","8","8","0","0","0","0","0","0","0","0","2","0","0","3","0","0","","resoluções cromáticas tipo SubV"
"imported-real-book/f-004-Fair weather.musicxml","Fair weather","ok","Eb major","major-functional","30","8","8","0","0","0","0","0","0","0","0","1","0","0","0","0","0","","resoluções cromáticas tipo SubV"
"imported-real-book/f-005-Falling grace.musicxml","Falling grace","ok","Db major","minor-functional","42","11","10","0","1","0","1","0","0","0","0","1","2","0","0","1","0","Ab7(b9) -> Db (altered)","dominantes alteradas com resolução local; resoluções cromáticas tipo SubV"
"imported-real-book/f-006-Far Wes.musicxml","Far Wes","ok","G minor","minor-functional","57","21","2","14","5","0","3","2","0","14","0","1","3","0","6","0.6","0","G13 -> F/G (color) / F13 -> Gm7 (color) / G13 -> F/G (color) / F13 -> Gm7 (color) / G13 -> F/G (color) / F13 -> Gm7 (color) / G7(#9) -> Cm7 (altered) / F13 -> Bb (color)","dominantes alteradas com resolução local; dominantes alteradas com resolução contextual; dominantes coloridas recorrentes; resoluções cromáticas tipo SubV"
"imported-real-book/f-007-Favela.musicxml","Favela","ok","G minor","minor-functional","33","20","15","0","5","0","5","0","0","0","0","6","2","0","3","1","0","D7(#9) -> Gm7 (altered) / D7(#9) -> Gm7 (altered) / C7(b9) -> F7 (altered) / D7(#9) -> Gm7 (altered) / D7(#9) -> Dbmaj7 (altered)","dominantes alteradas com resolução local; resoluções cromáticas tipo SubV"
"imported-real-book/f-008-Fee-fi-fo-fum.musicxml","Fee-fi-fo-fum","ok","Eb major","blues","20","9","6","2","1","0","1","0","0","2","0","3","0","0","2","1","0","Bb13sus4 -> Eb (color) / Bb13sus4 -> Eb (color) / A7(b5) -> Ab (altered)","dominantes alteradas com resolução local; dominantes coloridas recorrentes; resoluções cromáticas tipo SubV"
"imported-real-book/f-009-Feel like making love.musicxml","Feel like making love","ok","G minor","minor-functional","38","10","9","0","1","0","1","0","0","0","0","0","0","3","1","1","0","A7(#5) -> Dm (altered)","dominantes alteradas com resolução local"
"imported-real-book/f-010-Feels so good.musicxml","Feels so good","ok","C minor","minor-functional","80","28","14","2","12","0","11","1","0","0","2","1","2","5","0","0.92","0","Ab9 -> Cm (color) / D7(b9) -> Gm (altered) / C7(b9) -> Fm7 (altered) / A7(b5) -> Ab (altered) / G7(#5) -> Cm (altered) / Bb7(b9) -> Eb (altered) / Eb7(#5) -> Ab6 (altered) / D7(#5) -> Am7(b5) (altered)","dominantes alteradas com resolução local; dominantes alteradas com resolução contextual; dominantes coloridas recorrentes; resoluções cromáticas tipo SubV"
"imported-real-book/f-011-Felicidade.musicxml","Felicidade","ok","F minor","minor-functional","17","7","2","0","5","0","3","2","0","0","0","1","1","0","0","0.6","0","Eb7(b9) -> Ab7 (altered) / C7(b9) -> Fm (altered) / G7(b9) -> C7(b9) (altered) / C7(b9) -> G7(b9) (altered) / G7(b9) -> Gm7(b5)/C (altered)","dominantes alteradas com resolução local; dominantes alteradas com resolução contextual; resoluções cromáticas tipo SubV"
"imported-real-book/f-013-Fever.musicxml","Fever","ok","Ab major","blues","52","48","13","28","5","2","4","3","0","25","3","7","6","2","19","0.57","0","Ab13 -> A13 (color) / A13 -> Bb13 (color) / Bb13 -> E13 (color) / E13 -> F13 (color) / F13 -> Gb13 (color) / Gb13 -> Dm7(b5) (color) / G7alt -> Cm7(b5) (high-altered) / F7sus4(b9) -> Bb7(#9) (altered)","dominantes alteradas com resolução local; dominantes alteradas com resolução contextual; dominantes coloridas recorrentes; resoluções cromáticas tipo SubV"
"imported-real-book/f-014-Filthy McNasty.musicxml","Filthy McNasty","ok","Eb major","minor-functional","28","5","5","0","0","0","0","0","0","0","0","0","1","0","0","0","0","","Predomínio de dominantes simples ou poucas tensões explícitas."
"imported-real-book/f-015-Firm roots.musicxml","Firm roots","ok","C major","blues","43","17","17","0","0","0","0","0","0","0","0","4","2","0","2","0","0","","resoluções cromáticas tipo SubV"
"imported-real-book/f-017-500 miles high.musicxml","500 miles high","ok","Bb minor","minor-functional","9","3","1","2","0","0","0","0","0","2","0","1","0","0","0","0","0","Gb13 -> F13 (color) / F13 -> Bbm7 (color)","dominantes coloridas recorrentes; resoluções cromáticas tipo SubV"
"imported-real-book/f-018-Five spot after dark.musicxml","Five spot after dark","ok","F major","minor-functional","40","17","8","9","0","0","0","0","0","6","3","4","2","0","0","0","0","Bb9 -> Db9 (color) / Db9 -> Gm7 (color) / B13 -> Bbm7 (color) / Eb9 -> Ab (color) / Gb13 -> F13 (color) / F13 -> Bbm7 (color) / Eb9 -> Gm7(11) (color) / Bb9 -> Db9 (color)","dominantes coloridas recorrentes; resoluções cromáticas tipo SubV"
"imported-real-book/f-019-Flamingo.musicxml","Flamingo","ok","C major","major-functional","37","14","14","0","0","0","0","0","0","0","0","1","4","0","0","0","0","","resoluções cromáticas tipo SubV"
"imported-real-book/f-020-Fly me to the moon.musicxml","Fly me to the moon","ok","Eb major","blues","49","30","28","1","1","0","1","0","0","1","0","8","1","1","7","1","0","E9 -> Eb6 (color) / Bb7(#9) -> Eb (altered)","dominantes alteradas com resolução local; dominantes coloridas recorrentes; resoluções cromáticas tipo SubV"
"imported-real-book/f-021-Flying home.musicxml","Flying home","ok","C major","major-functional","35","14","12","0","2","0","1","1","0","0","0","1","2","0","1","0.5","0","D7(b5) -> Am7 (altered) / Bb7(b5) -> A7 (altered)","dominantes alteradas com resolução local; dominantes alteradas com resolução contextual; resoluções cromáticas tipo SubV"
"imported-real-book/f-023-Footprints.musicxml","Footprints","ok","Eb major","major-functional","42","19","12","7","0","0","0","0","0","6","1","2","4","1","0","0","0","F9 -> Fm7 (color) / Bb13 -> Dm7(b5) (color) / Bb13 -> Eb (color) / Db9(#11) -> C9sus4 (color) / C9sus4 -> Bbm6(9) (color) / B9(#11) -> Bb9sus4 (color) / Bb9sus4 -> Bb7 (color)","dominantes coloridas recorrentes; resoluções cromáticas tipo SubV"
"imported-real-book/f-024-For all we know.musicxml","For all we know","ok","Db major","blues","61","22","22","0","0","0","0","0","0","0","0","4","5","0","3","0","0","","resoluções cromáticas tipo SubV"
"imported-real-book/f-025-For regulars only.musicxml","For regulars only","ok","F major","major-functional","67","23","17","3","3","0","3","0","0","3","0","0","0","3","3","1","0","C9(#5) -> F (altered) / G9 -> C7 (color) / C9(#5) -> F (altered) / G9 -> C7 (color) / C9(#5) -> F (altered) / Eb9 -> F (color)","dominantes alteradas com resolução local; dominantes coloridas recorrentes"
"imported-real-book/f-026-For sentimentals reasons.musicxml","For sentimentals reasons","ok","C major","minor-functional","23","6","4","0","2","0","2","0","0","0","0","1","1","0","0","1","0","G7(b9) -> C (altered) / B7(#9) -> Bb (altered)","dominantes alteradas com resolução local; resoluções cromáticas tipo SubV"
"imported-real-book/f-028-Four.musicxml","Four","ok","Ab major","major-functional","40","17","10","5","2","0","2","0","0","5","0","0","2","0","0","1","0","Bb9 -> Bbm7 (color) / Eb7(#5) -> Ab (altered) / F9 -> Bbm7 (color) / F9 -> Bbm7 (color) / Bb9 -> Bbm7 (color) / Eb7(#5) -> Ab (altered) / F9 -> Bbm7 (color)","dominantes alteradas com resolução local; dominantes coloridas recorrentes"
"imported-real-book/f-030-Four on six.musicxml","Four on six","ok","Bb major","blues","9","9","9","0","0","0","0","0","0","0","0","0","2","0","1","0","0","","Predomínio de dominantes simples ou poucas tensões explícitas."
"imported-real-book/f-032-Freedom jazz dance.musicxml","Freedom jazz dance","ok","F minor","minor-functional","22","12","7","1","4","0","2","2","0","1","0","4","3","1","1","0.5","0","E7(#5) -> Ebm7 (altered) / Ab7(#9) -> F7(#9) (altered) / F7(#9) -> Bbm7 (altered) / Eb7(#9) -> Eb7 (altered) / Ab7(#11) -> fim (color)","dominantes alteradas com resolução local; dominantes alteradas com resolução contextual; dominantes coloridas recorrentes; resoluções cromáticas tipo SubV"
"imported-real-book/f-033-Freight trane.musicxml","Freight trane","ok","F major","blues","51","48","0","46","0","2","1","1","0","43","3","17","9","1","6","0.5","0","C13sus4 -> C13 (color) / C13 -> Bb13sus4 (color) / Bb13sus4 -> Bb13 (color) / Bb13 -> C13sus4 (color) / C13sus4 -> C13 (color) / C13 -> Bb13sus4 (color) / Bb13sus4 -> Bb13 (color) / Bb13 -> C13sus4 (color)","dominantes alteradas com resolução local; dominantes alteradas com resolução contextual; dominantes coloridas recorrentes; resoluções cromáticas tipo SubV"
"imported-real-book/f-034-Friday night at the Cadillac club.musicxml","Friday night at the Cadillac club","ok","F minor","minor-functional","33","11","5","2","4","0","3","1","0","2","0","0","1","0","4","0.75","0","D9(#5) -> Eb (altered) / C7(b9) -> Fm7 (altered) / F7(#11) -> Fm7 (color) / Bb7(13) -> C7(b9) (color) / C7(b9) -> Fm7 (altered) / Bb7(b9) -> Eb (altered)","dominantes alteradas com resolução local; dominantes alteradas com resolução contextual; dominantes coloridas recorrentes"
"imported-real-book/f-035-Fried bananas.musicxml","Fried bananas","ok","F major","major-functional","36","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","Predomínio de dominantes simples ou poucas tensões explícitas."
"imported-real-book/f-036-Friends and strangers.musicxml","Friends and strangers","ok","F minor","minor-functional","59","12","12","0","0","0","0","0","0","0","0","3","1","0","0","0","0","","resoluções cromáticas tipo SubV"
